age,amount,duration,checking,history,purpose,savings,employed,installp,marital,coapp,resident,property,other,housing,existcr,job,depends,telephon,foreign,good_bad
33,1851,24,4,4,3,1,4,4,4,3,2,3,3,2,2,3,1,2,1,good
32,1880,18,1,4,3,1,4,4,4,1,1,2,3,2,2,4,1,2,1,good
27,7980,36,4,3,9,5,2,4,3,1,4,3,3,1,2,3,1,2,1,bad
32,4583,30,1,0,2,1,3,2,1,3,2,1,3,2,2,3,1,1,1,good
26,1386,12,4,2,0,3,3,2,2,1,2,2,3,2,1,3,1,1,1,bad
38,947,24,3,2,0,1,4,4,3,1,3,4,1,3,1,3,2,1,1,bad
40,684,12,1,2,6,1,3,4,3,1,4,3,3,1,1,2,2,1,1,bad
50,7476,48,1,2,6,1,4,4,3,1,1,4,3,3,1,4,1,2,1,good
37,1922,12,2,2,2,1,3,4,3,1,2,2,3,2,1,2,1,1,1,bad
45,2303,24,1,2,0,1,5,4,3,2,1,1,3,2,1,3,1,1,1,bad
42,8086,36,2,3,0,2,5,2,3,1,4,3,3,2,4,4,1,2,1,bad
35,2346,24,4,4,1,1,4,4,3,1,3,3,3,2,2,3,1,2,1,good
22,3973,14,1,2,0,1,1,1,3,1,4,4,3,3,1,3,1,1,1,good
41,888,12,2,2,0,1,5,4,3,1,4,3,1,2,1,2,2,1,1,bad
37,10222,48,4,2,3,5,4,4,3,1,3,3,2,2,1,3,1,2,1,good
28,4221,30,2,0,9,1,3,2,2,1,1,3,3,2,2,3,1,1,1,good
41,6361,18,2,4,2,1,5,2,3,1,1,4,3,2,1,3,1,2,1,good
23,1297,12,3,2,3,1,3,3,4,1,4,1,3,1,1,3,1,1,1,good
23,900,12,1,2,0,5,3,4,4,1,2,3,3,2,1,3,1,1,1,bad
50,2241,21,4,2,2,1,5,4,3,1,2,1,3,2,2,3,1,1,1,good
35,1050,6,2,3,2,1,1,4,3,1,1,2,2,2,2,4,1,2,1,good
50,1047,6,3,4,6,1,3,2,2,1,4,2,3,2,1,2,1,1,1,good
27,6314,24,4,4,X,1,1,4,3,2,2,4,1,2,2,4,1,2,1,good
34,3496,30,2,1,2,4,3,4,3,1,2,3,2,2,1,3,2,2,1,good
27,3609,48,4,1,9,1,3,1,2,1,1,1,2,2,1,3,1,1,1,good
43,4843,12,1,4,0,1,5,3,3,2,4,2,3,1,2,3,1,2,1,bad
47,3017,30,3,4,3,1,5,4,3,1,4,2,3,2,1,3,1,1,1,good
27,4139,24,4,4,9,2,3,3,3,1,3,2,3,2,2,2,1,2,1,good
31,5742,36,4,2,9,2,4,2,3,1,2,3,3,2,2,3,1,2,1,good
42,10366,60,4,2,0,1,5,2,3,1,4,2,3,2,1,4,1,2,1,good
24,2080,6,4,4,0,3,3,1,4,1,2,3,3,2,1,3,1,1,1,good
41,2580,21,4,3,9,3,2,4,3,1,2,1,1,2,1,2,2,1,1,bad
26,4530,30,4,4,3,1,4,4,2,1,4,3,3,1,1,4,1,2,1,good
33,5150,24,4,4,2,1,5,4,3,1,4,3,3,2,1,3,1,2,1,good
24,5595,72,2,2,3,2,3,2,4,1,2,3,3,2,1,3,1,1,1,bad
64,2384,24,1,2,3,1,5,4,3,1,4,1,1,1,1,2,1,1,1,good
26,1453,18,4,2,3,1,2,3,2,1,1,1,3,2,1,3,1,1,1,good
56,1538,6,4,2,6,1,2,1,2,1,2,4,3,2,1,3,1,1,1,good
37,2279,12,4,2,3,5,3,4,3,1,4,4,3,3,1,3,1,2,1,good
33,1478,15,4,3,3,1,3,4,4,1,3,1,1,2,2,3,1,1,1,good
47,5103,24,4,4,3,1,2,3,4,1,3,4,3,3,3,3,1,2,1,good
31,9857,36,2,3,9,2,4,1,3,1,3,2,3,2,2,2,2,2,1,good
34,6527,60,4,2,0,5,3,4,3,1,4,4,3,3,1,3,2,2,1,good
27,1347,10,3,4,3,5,4,4,3,1,2,2,3,2,2,3,1,2,1,good
30,2862,36,2,3,0,2,5,4,3,1,3,4,3,3,1,3,1,1,1,good
35,2753,9,4,2,3,2,5,3,3,2,4,3,3,2,1,3,1,2,1,good
31,3651,12,1,2,0,4,3,1,3,1,3,2,3,2,1,3,2,1,1,good
25,975,15,1,4,2,1,3,2,1,1,3,2,3,2,2,3,1,1,1,good
25,2631,15,2,2,5,2,3,3,2,1,2,1,3,2,1,2,1,1,1,good
29,2896,24,2,2,3,2,2,2,3,1,1,3,3,2,1,3,1,1,1,good
44,4716,6,1,4,0,5,2,1,3,1,3,1,3,2,2,2,2,1,1,good
28,2284,24,4,2,3,1,4,4,3,1,2,3,3,2,1,3,1,2,1,good
50,1236,6,4,2,1,3,3,2,3,1,4,2,3,1,1,3,1,1,1,good
29,1103,12,2,2,3,1,4,4,3,3,3,1,3,2,2,3,1,1,2,good
38,926,12,4,4,0,1,1,1,2,1,2,2,3,2,1,1,1,1,1,good
24,1800,18,4,4,3,1,3,4,3,1,2,3,3,2,2,3,1,1,1,good
40,1905,15,3,2,6,1,5,4,3,1,4,3,3,1,1,4,1,2,1,good
29,1123,12,4,2,2,3,3,4,2,1,4,3,3,1,1,2,1,1,1,bad
46,6331,48,1,4,1,1,5,4,3,1,4,4,3,3,2,3,1,2,1,bad
47,1377,24,3,2,3,2,5,4,2,1,2,4,3,3,1,3,1,2,1,good
41,2503,30,2,3,9,2,5,4,3,1,2,2,2,2,2,3,1,1,1,good
32,2528,27,2,2,9,1,2,4,2,1,1,2,3,2,1,3,2,2,1,good
35,5324,15,4,2,0,3,5,1,2,1,4,4,3,3,1,3,1,1,1,good
24,6560,48,2,2,0,2,4,3,3,1,2,2,3,2,1,3,1,1,1,bad
25,2969,12,2,0,2,1,2,4,2,1,3,2,3,1,2,3,1,1,1,bad
25,1206,9,2,2,3,1,5,4,2,1,4,1,3,2,1,3,1,1,1,good
37,2118,9,2,2,3,1,3,2,3,1,2,1,3,2,1,2,2,1,1,good
32,629,18,4,4,3,3,5,4,3,1,3,2,1,2,2,4,1,2,1,good
35,1198,6,1,1,6,1,5,4,2,1,4,4,3,3,1,3,1,1,1,bad
46,2476,21,4,2,1,5,5,4,3,1,4,1,3,2,1,4,1,2,1,good
25,1138,9,1,4,3,1,3,4,3,1,4,1,3,2,2,2,1,1,1,good
27,14027,60,2,2,0,1,4,4,3,1,2,4,3,2,1,4,1,2,1,bad
63,7596,30,4,4,1,5,5,1,3,1,4,3,3,2,2,3,1,1,1,good
40,3077,30,4,4,3,5,5,3,3,1,2,3,3,2,2,3,2,2,1,good
32,1505,18,4,2,3,1,3,4,3,1,2,4,3,3,1,4,1,2,1,good
31,3148,24,3,4,3,5,3,3,3,1,2,3,3,2,2,3,1,2,1,good
31,6148,20,2,0,1,2,5,3,4,1,4,3,1,2,2,3,1,2,1,good
34,1337,9,3,0,3,1,2,4,3,1,2,3,3,2,2,4,1,2,1,bad
24,433,6,2,1,6,4,2,4,2,1,2,2,1,1,1,3,2,1,1,bad
24,1228,12,1,2,0,1,3,4,2,1,2,1,3,2,1,2,1,1,1,bad
66,790,9,2,2,3,3,3,4,2,1,3,1,3,2,1,2,1,1,1,good
21,2570,27,4,2,0,1,3,3,2,1,3,1,3,1,1,3,1,1,1,bad
41,250,6,4,4,0,4,3,2,2,1,2,1,1,2,2,2,1,1,1,good
47,1316,15,4,4,3,3,3,2,4,1,2,2,3,2,2,2,1,1,1,good
25,1882,18,1,2,3,1,3,4,2,1,4,3,1,1,2,3,1,1,1,bad
59,6416,48,2,1,9,1,5,4,2,1,3,4,3,1,1,3,1,1,1,bad
36,1275,24,3,4,9,4,3,2,1,1,4,1,3,2,2,3,1,2,1,good
33,6403,24,2,3,3,1,2,1,3,1,2,3,3,2,1,3,1,1,1,good
21,1987,24,1,2,3,1,3,2,3,1,4,1,3,1,1,2,2,1,1,bad
44,760,8,2,2,3,1,4,4,2,3,2,1,3,2,1,2,1,1,1,good
28,2603,24,4,2,1,4,3,2,2,1,4,3,3,1,1,3,1,2,1,good
37,3380,4,4,4,0,1,4,1,2,1,1,1,3,2,1,3,2,1,1,good
29,3990,36,2,1,4,5,2,3,2,1,2,4,1,2,1,1,1,1,1,good
23,11560,24,2,2,1,1,3,1,2,1,4,3,3,1,2,4,1,1,1,bad
35,4380,18,1,2,0,2,3,3,3,1,4,3,3,2,1,2,2,2,1,good
45,6761,6,4,4,0,1,4,1,3,1,3,4,3,2,2,4,2,2,1,good
26,4280,30,2,0,9,2,3,4,2,1,4,3,3,1,2,2,1,1,1,bad
32,2325,24,1,1,0,2,4,2,3,1,3,3,1,2,1,3,1,1,1,good
23,1048,10,2,1,3,1,3,4,3,1,4,1,2,2,1,2,1,1,1,good
41,3160,21,4,2,3,5,5,4,3,1,3,2,3,2,1,3,1,2,1,good
22,2483,24,1,1,2,3,3,4,3,1,4,1,2,2,1,3,1,2,1,good
30,14179,39,1,4,2,5,4,4,3,1,4,2,3,2,2,4,1,2,1,good
28,1797,13,1,4,9,1,2,3,3,1,1,2,1,2,2,2,1,1,1,good
23,2511,15,1,2,0,1,1,1,2,1,4,3,3,1,1,3,1,1,1,good
37,1274,12,1,2,0,1,2,3,2,1,1,1,3,2,1,2,1,1,1,bad
26,5248,21,4,2,1,5,3,1,3,1,3,3,3,2,1,3,1,1,1,good
33,3029,15,4,2,1,1,4,2,3,1,2,3,3,2,1,3,1,1,1,good
49,428,6,1,2,2,1,5,2,2,1,1,2,1,2,1,3,1,2,1,good
23,976,18,1,2,0,1,2,1,2,1,2,3,3,2,1,2,1,1,1,bad
23,841,12,2,2,9,2,4,2,2,1,4,1,3,1,1,2,1,1,1,good
25,5771,30,4,4,3,1,4,4,2,1,2,3,3,2,2,3,1,1,1,good
55,1555,12,4,3,5,4,5,4,3,1,4,4,3,3,2,3,2,1,1,bad
32,1285,24,1,2,0,5,4,4,2,1,4,4,3,1,1,3,1,1,1,bad
74,1299,6,3,4,0,1,3,1,3,1,1,1,3,2,3,1,2,1,2,good
39,1271,15,3,4,3,5,3,3,3,1,4,4,3,3,2,3,1,2,1,bad
31,1393,24,4,2,0,1,3,2,3,3,2,1,3,2,1,3,1,2,1,good
35,691,12,1,4,0,1,5,4,3,1,3,2,3,2,2,3,1,1,1,bad
59,5045,15,4,4,0,5,5,1,2,1,4,3,3,2,1,3,1,2,1,good
24,2124,18,1,4,2,1,3,4,2,1,4,1,3,1,2,3,1,1,1,bad
24,2214,12,1,2,3,1,3,4,3,1,3,2,3,2,1,2,1,1,1,good
30,12680,21,4,4,0,5,5,4,3,1,4,4,3,3,1,4,1,2,1,bad
27,2463,24,4,4,0,2,4,4,4,1,3,2,3,2,2,3,1,2,1,good
40,1155,12,2,2,3,1,5,3,4,3,3,1,1,2,2,2,1,1,1,good
31,3108,30,1,2,2,1,2,2,1,1,4,2,3,2,1,2,1,1,1,bad
31,2901,10,4,2,1,5,2,1,2,1,4,1,3,1,1,3,1,1,1,good
28,3617,12,2,4,2,1,5,1,3,1,4,3,3,1,3,3,1,2,1,good
63,1655,12,4,4,3,1,5,2,3,1,4,1,3,2,2,2,1,2,1,good
26,2812,24,1,2,1,5,5,2,2,1,4,1,3,1,1,3,1,1,1,good
25,8065,36,1,4,6,1,3,3,2,1,2,4,3,2,2,4,1,2,1,bad
36,3275,21,4,4,1,1,5,1,3,1,4,3,3,2,1,4,1,2,1,good
52,2223,24,4,4,3,2,5,4,3,1,4,2,1,2,2,3,1,1,1,good
66,1480,12,3,4,0,3,1,2,3,1,4,4,1,3,3,1,1,1,1,good
25,1371,24,1,2,0,5,3,4,2,1,4,1,3,1,1,3,1,1,1,bad
37,3535,36,4,4,0,1,4,4,3,1,4,3,3,2,2,3,1,2,1,good
25,3509,18,1,2,3,1,4,4,2,3,1,1,3,2,1,3,1,1,1,good
38,5711,36,4,4,1,4,5,4,3,1,2,3,3,2,2,4,1,2,1,good
67,3872,18,2,2,5,1,1,2,2,1,4,3,3,2,1,3,1,2,1,good
25,4933,39,2,4,3,1,4,2,3,3,2,1,3,2,2,3,1,1,1,bad
60,1940,24,4,4,0,4,5,4,3,1,4,1,3,2,1,3,1,2,1,good
31,1410,12,2,0,8,1,3,2,3,1,2,1,3,2,1,2,1,2,1,good
23,836,12,2,2,0,2,2,4,2,1,2,2,1,2,1,2,1,1,1,bad
60,6468,20,2,2,1,5,1,1,1,1,4,1,3,2,1,4,1,2,1,good
35,1941,18,2,2,9,4,3,4,3,1,2,2,3,2,1,2,1,2,1,good
40,2675,22,4,2,3,3,5,3,3,1,4,3,3,2,1,3,1,1,1,good
38,2751,48,4,4,1,5,5,4,3,1,3,3,3,2,2,3,2,2,1,good
50,6224,48,2,3,6,1,5,4,3,1,4,4,3,3,1,3,1,1,1,bad
27,5998,40,1,4,6,1,3,4,3,1,3,4,1,2,1,3,1,2,1,bad
39,1188,21,2,2,9,1,5,2,2,1,4,2,3,2,1,3,2,1,1,bad
41,6313,24,4,2,1,5,5,3,3,1,4,3,3,2,1,4,2,2,1,good
27,1221,6,4,4,2,5,3,1,4,1,2,2,3,2,2,3,1,1,1,good
51,2892,24,3,2,2,1,5,3,1,1,4,4,3,3,1,3,1,1,1,good
32,3062,24,4,2,2,3,5,4,3,1,3,4,3,1,1,3,1,2,1,good
22,2301,9,4,2,2,2,2,2,2,1,4,2,3,1,1,3,1,1,1,good
51,7511,18,1,2,1,5,5,1,3,1,4,2,3,3,1,3,2,2,1,bad
22,1258,12,4,4,2,1,2,2,2,1,4,2,3,1,2,2,1,1,1,good
54,717,24,4,3,0,5,5,4,4,1,4,3,3,2,2,3,1,2,1,good
35,1549,9,2,2,0,5,2,4,3,1,2,1,3,2,1,1,1,1,1,good
54,1597,24,4,4,6,1,5,4,3,1,4,4,3,3,2,3,2,1,1,good
48,1795,18,2,4,3,1,5,3,2,3,4,1,1,1,2,2,1,2,1,good
24,4272,20,1,4,2,1,5,1,2,1,4,2,3,2,2,3,1,1,1,good
35,976,12,4,4,3,5,5,4,3,1,4,3,3,2,2,3,1,1,1,good
24,7472,12,2,2,0,5,1,1,2,1,2,1,3,1,1,1,1,1,1,good
24,9271,36,1,2,0,1,4,2,3,1,1,3,3,2,1,3,1,2,1,bad
26,590,6,2,2,3,1,2,3,4,1,3,1,3,2,1,2,1,1,2,good
65,930,12,4,4,3,5,5,4,3,1,4,1,3,2,4,3,1,1,1,good
55,9283,42,2,1,1,1,1,1,3,1,2,4,1,3,1,4,1,2,1,good
26,1778,15,2,0,0,1,2,2,2,1,1,1,3,1,2,1,1,1,1,bad
26,907,8,2,2,9,1,2,3,4,1,2,1,3,2,1,3,1,2,1,good
28,484,6,2,2,3,1,4,3,4,3,3,1,1,2,1,2,1,1,1,good
24,9629,36,1,4,1,1,4,4,3,1,4,3,3,2,2,3,1,2,1,bad
54,3051,48,1,2,4,1,3,3,3,1,4,3,3,2,1,3,1,1,1,bad
46,3931,48,1,2,0,1,4,4,3,1,4,4,3,3,1,3,2,1,1,bad
54,7432,36,2,3,0,1,3,2,2,1,2,2,3,1,1,3,1,1,1,good
62,1338,6,4,2,4,3,3,1,1,1,4,1,3,2,1,3,1,1,1,good
24,1554,6,4,4,3,1,4,1,2,1,2,3,3,1,2,3,1,2,1,good
43,15857,36,1,2,X,1,1,2,1,2,3,3,3,2,1,4,1,1,1,good
26,1345,18,1,2,3,1,3,4,4,1,3,1,1,2,1,3,1,1,1,bad
27,1101,12,4,2,0,1,3,3,4,1,2,1,3,2,2,3,1,2,1,good
24,3016,12,3,2,3,1,3,3,4,1,1,3,3,2,1,3,1,1,1,good
41,2712,36,1,2,2,1,5,2,3,1,2,2,1,2,1,3,2,1,1,bad
47,731,8,1,4,0,1,5,4,3,1,4,1,3,2,2,2,1,1,1,good
35,3780,18,4,4,2,1,2,3,1,1,2,3,3,2,2,4,1,2,1,good
30,1602,21,1,4,0,1,5,4,4,1,3,3,3,2,2,3,1,2,1,good
33,3966,18,1,4,0,1,5,1,2,1,4,1,1,1,3,3,1,2,1,bad
36,4165,18,4,0,9,1,3,2,3,1,2,3,2,2,2,3,2,1,1,bad
47,8335,36,1,2,1,5,5,3,3,1,4,4,3,3,1,3,1,1,1,bad
38,6681,48,2,3,9,5,3,4,3,1,4,4,3,3,1,3,2,2,1,good
44,2375,24,4,3,9,3,3,4,3,1,2,3,3,2,2,3,2,2,1,good
23,1216,18,1,2,0,1,2,4,2,1,3,3,3,1,1,3,1,2,1,bad
29,11816,45,1,0,9,1,5,2,3,1,4,3,3,1,2,3,1,1,1,bad
42,5084,24,2,2,3,5,5,2,2,1,4,3,3,2,1,3,1,2,1,good
25,2327,15,3,2,3,1,2,2,2,1,3,1,3,2,1,2,1,1,1,bad
48,1082,12,1,0,0,1,3,4,3,1,4,3,1,2,2,3,1,1,1,bad
21,886,12,4,2,3,5,3,4,2,1,2,3,3,2,1,3,1,1,1,good
23,601,4,4,2,2,1,2,1,2,1,3,1,3,1,1,2,2,1,1,good
63,2957,24,1,4,1,1,5,4,3,1,4,2,3,2,2,3,1,2,1,good
46,2611,24,4,4,3,1,5,4,4,2,3,1,3,2,2,3,1,1,1,good
29,5179,36,1,2,2,1,4,4,3,1,2,2,3,2,1,3,1,1,1,bad
28,2993,21,4,3,1,1,3,3,3,1,2,1,2,2,2,2,1,1,1,good
23,1943,18,4,2,5,1,2,4,2,1,4,1,3,2,1,3,1,1,1,bad
50,1559,24,4,1,9,1,4,4,3,1,4,3,1,2,1,3,1,2,1,good
47,3422,18,4,2,2,1,5,4,3,1,4,2,1,2,3,3,2,2,1,good
35,3976,21,2,2,2,5,4,2,3,1,3,3,3,2,1,3,1,2,1,good
68,6761,18,4,2,0,5,3,2,3,1,4,3,3,1,2,3,1,1,1,bad
28,1249,24,4,2,0,1,2,4,4,1,2,1,3,2,1,3,1,1,1,good
59,1364,9,1,2,3,1,4,3,3,1,4,1,3,2,1,3,1,1,1,good
57,709,12,1,2,3,1,5,4,3,1,4,1,2,2,1,2,1,1,1,bad
33,2235,20,1,4,0,1,3,4,4,3,2,2,1,1,2,3,1,1,2,bad
43,4042,24,4,4,1,5,4,3,3,1,4,2,3,2,2,3,1,2,1,good
35,1471,15,4,4,3,1,3,4,3,1,4,4,3,3,2,3,1,2,1,good
32,1442,18,1,1,0,1,4,4,3,1,4,4,3,3,2,2,2,1,1,bad
45,10875,36,4,3,0,1,5,2,3,1,2,3,3,2,2,3,2,2,1,good
33,1474,24,4,2,0,2,2,4,4,1,3,1,3,2,1,3,1,2,1,good
40,894,10,4,2,8,5,4,4,2,1,3,2,3,2,1,3,1,2,1,good
28,3343,15,4,4,2,1,3,4,3,1,2,4,3,3,1,3,1,2,1,good
29,3959,15,1,2,0,1,3,3,2,1,2,2,3,2,1,3,1,2,1,bad
26,3577,9,4,2,0,2,3,1,3,3,2,1,3,1,1,3,2,1,2,good
27,5804,24,4,4,1,4,3,4,3,1,2,1,3,2,2,3,1,1,1,good
28,2169,18,4,3,9,1,3,4,4,1,2,3,3,2,1,3,1,2,1,bad
35,2439,24,1,2,3,1,2,4,2,1,4,1,3,2,1,3,1,2,1,bad
32,4526,27,4,4,2,4,2,4,3,1,2,1,2,2,2,2,2,2,1,good
25,2210,10,4,2,2,1,3,2,3,1,2,1,1,1,1,2,1,1,1,bad
20,2221,15,4,2,2,3,3,2,2,1,4,3,3,1,1,3,1,1,1,good
27,2389,18,1,2,3,1,2,4,2,1,1,3,2,2,1,3,1,1,1,good
42,3331,12,4,4,2,1,5,2,3,1,4,2,2,2,1,3,1,1,1,good
37,7409,36,4,2,9,5,5,3,3,1,2,2,3,2,2,3,1,1,1,good
24,652,12,1,2,2,1,5,4,2,1,4,2,3,1,1,3,1,1,1,good
40,7678,36,4,3,2,3,4,2,2,1,4,3,3,2,2,3,1,2,1,good
46,1343,6,3,4,0,1,5,1,3,1,4,1,3,2,2,3,2,1,2,good
26,1382,24,1,4,9,2,4,4,3,1,1,1,3,2,2,3,1,2,1,good
24,874,15,4,2,4,5,2,4,2,1,1,1,3,2,1,3,1,1,1,good
29,3590,12,1,2,2,1,3,2,3,2,2,2,3,2,1,2,2,1,1,good
40,1322,11,2,4,0,4,3,4,2,1,4,3,3,2,2,3,1,1,1,good
36,1940,18,1,1,3,1,2,3,3,2,4,4,1,3,1,4,1,2,1,good
28,3595,36,4,2,3,1,5,4,3,1,2,3,3,2,1,3,1,1,1,good
27,1422,9,1,2,0,1,2,3,3,1,2,4,3,3,1,4,1,2,1,bad
36,6742,30,4,4,3,5,4,2,3,1,3,2,3,2,2,3,1,1,1,good
38,7814,24,4,2,1,1,4,3,3,1,3,3,3,2,1,4,1,2,1,good
48,9277,24,4,2,1,5,3,2,1,1,4,4,3,3,1,3,1,2,1,good
36,2181,30,2,4,0,5,5,4,3,1,4,1,3,2,2,3,1,1,1,good
65,1098,18,4,4,3,1,1,4,2,1,4,3,3,2,2,1,1,1,1,good
43,4057,24,2,2,2,1,4,3,1,1,3,3,3,2,1,3,1,2,1,bad
53,795,12,1,2,6,1,2,4,2,1,4,2,3,2,1,3,1,1,1,bad
34,2825,24,2,4,9,5,4,4,3,1,3,4,3,2,2,3,2,2,1,good
23,15672,48,2,2,9,1,3,2,3,1,2,3,3,2,1,3,1,2,1,bad
34,6614,36,4,4,0,1,5,4,3,1,4,3,3,2,2,4,1,2,1,good
40,7824,28,4,1,1,5,2,3,3,3,4,1,1,1,2,3,2,2,1,good
43,2442,27,1,4,9,1,5,4,3,1,4,3,2,2,4,4,2,2,1,good
46,1829,15,4,4,3,1,5,4,3,1,4,3,3,2,2,3,1,2,1,good
38,2171,12,1,4,0,1,3,4,3,1,4,2,1,2,2,2,1,1,2,good
34,5800,36,2,4,1,1,3,3,3,1,4,3,3,2,2,3,1,2,1,good
29,1169,18,4,4,3,5,3,4,3,1,3,2,3,2,2,3,1,2,1,good
31,8947,36,4,3,1,5,4,3,3,1,2,3,2,2,1,4,2,2,1,good
28,2606,21,1,2,3,1,2,4,2,1,4,2,3,1,1,4,1,2,1,good
35,1592,12,4,4,2,4,4,3,2,1,2,2,3,2,1,3,1,1,2,good
33,2186,15,4,2,2,5,4,1,2,1,4,1,1,1,1,2,1,1,1,good
42,4153,18,1,2,2,1,3,2,3,2,3,3,3,2,1,3,1,1,1,bad
43,2625,16,1,4,0,1,5,2,3,3,4,2,1,1,1,3,1,2,1,bad
44,3485,20,4,4,0,5,2,2,1,1,4,1,3,2,2,3,1,2,1,good
42,10477,36,4,4,1,5,5,2,3,1,4,4,3,3,2,3,1,1,1,good
40,1386,15,4,2,3,5,3,4,4,1,2,1,3,1,1,3,1,2,1,good
36,1278,24,4,2,3,1,5,4,3,1,1,1,3,2,1,4,1,2,1,good
20,1107,12,1,2,3,1,3,2,3,1,2,1,3,1,1,4,2,2,1,good
24,3763,21,1,2,0,5,4,2,3,2,2,1,3,2,1,2,1,1,2,good
27,3711,36,2,2,6,5,3,2,4,1,2,3,3,2,1,3,1,1,1,good
46,3594,15,4,3,1,1,2,1,2,1,2,2,3,2,2,2,1,1,1,good
33,3195,9,2,2,0,5,3,1,2,1,2,1,3,2,1,2,1,1,1,good
34,4454,36,4,3,3,1,3,4,2,1,4,1,3,2,2,3,1,1,1,good
25,4736,24,2,4,2,1,2,2,2,1,4,3,1,2,1,2,1,1,1,bad
25,2991,30,2,2,3,5,5,2,2,1,4,3,3,2,1,3,1,1,1,good
28,2142,11,4,2,9,4,5,1,1,1,2,1,3,2,1,3,1,2,1,good
31,3161,24,1,1,9,1,3,4,3,1,2,2,3,1,1,3,1,2,1,bad
32,18424,48,2,0,X,1,3,1,2,1,2,2,1,2,1,4,1,2,2,bad
32,2848,10,4,2,1,2,3,1,3,2,2,1,3,2,1,3,2,1,1,good
68,14896,6,1,2,0,1,5,1,3,1,4,4,1,2,1,4,1,2,1,bad
33,2359,24,1,2,2,2,1,1,1,1,1,2,3,2,1,3,1,1,1,bad
39,3345,24,1,2,2,1,5,4,3,1,2,2,3,1,1,4,1,2,1,bad
28,1817,18,4,4,2,1,3,4,2,1,2,4,3,2,2,3,1,1,1,good
37,12749,48,4,3,3,3,4,4,3,1,1,3,3,2,1,4,1,2,1,good
22,1366,9,1,2,3,1,2,3,2,1,4,2,3,1,1,3,1,1,1,bad
30,2002,12,2,2,0,1,4,3,3,1,4,2,3,1,1,3,2,2,1,good
55,6872,24,1,1,2,1,2,2,1,1,1,2,1,2,1,3,1,2,1,bad
46,697,12,1,1,0,1,2,4,3,1,2,3,1,2,2,3,1,2,1,bad
21,1049,18,1,4,2,1,2,4,2,1,4,2,3,1,1,3,1,1,1,good
39,10297,48,1,2,1,1,4,4,3,1,4,4,2,3,3,3,2,2,1,bad
58,1867,30,4,2,3,5,5,4,3,1,4,3,3,2,1,3,1,2,1,good
43,1344,12,1,3,0,1,3,4,3,1,2,1,3,2,2,2,2,1,1,good
24,1747,24,1,2,2,1,2,4,3,2,1,2,3,2,1,2,1,1,2,good
22,1670,9,2,2,3,1,2,4,2,1,2,3,3,2,1,3,1,2,1,bad
30,1224,9,4,4,0,1,3,3,3,1,1,1,3,2,2,3,1,1,1,good
42,522,12,4,4,3,3,5,4,3,1,4,2,3,2,2,3,2,2,1,good
23,1498,12,1,2,3,1,3,4,2,1,1,3,1,2,1,3,1,1,1,good
30,1919,30,2,3,3,2,2,4,3,1,3,4,2,2,2,4,1,1,1,bad
28,745,9,3,2,3,1,3,3,2,1,2,1,3,2,1,2,1,1,1,bad
30,2063,6,2,2,3,1,2,4,4,1,3,3,3,1,1,4,1,2,1,good
42,6288,60,2,2,6,1,3,4,3,1,4,4,3,3,1,3,1,1,1,bad
46,6842,24,4,4,1,5,3,2,3,1,4,2,3,2,2,4,2,2,1,good
45,3527,12,4,2,0,5,2,2,3,1,3,2,3,2,1,4,2,2,1,good
31,1546,10,4,2,0,1,3,3,3,1,2,1,3,2,1,2,2,1,2,good
31,929,24,4,2,2,5,4,4,3,1,2,3,2,2,1,3,1,2,1,good
42,1455,4,4,4,0,1,4,2,3,1,1,1,3,2,3,2,2,1,1,good
46,1845,15,1,2,2,1,2,4,2,3,1,2,3,1,1,3,1,1,1,good
30,8358,48,2,0,0,3,2,1,2,1,1,3,3,2,2,3,1,1,1,good
30,3349,24,1,1,2,3,2,4,3,1,4,4,3,3,1,3,2,2,1,bad
38,2859,12,4,2,0,5,1,4,3,1,4,4,3,2,1,4,1,2,1,good
43,1533,18,4,2,2,1,2,4,4,2,1,2,3,2,1,2,2,1,1,bad
31,3621,24,4,2,3,2,5,2,3,1,4,3,3,2,2,3,1,1,1,bad
40,3590,18,2,4,9,1,1,3,4,1,3,3,3,2,3,1,2,2,1,good
24,2145,36,1,3,9,1,4,2,3,1,1,3,3,2,2,3,1,2,1,bad
28,4113,24,2,2,1,3,2,3,2,1,4,3,3,1,1,3,1,1,1,bad
26,10974,36,4,2,2,1,1,4,2,1,2,3,3,2,2,4,1,2,1,bad
29,1893,12,1,2,0,1,3,4,2,3,4,2,3,2,1,3,1,2,1,good
57,1231,24,1,4,3,4,5,4,2,1,4,2,3,1,2,4,1,2,1,good
49,3656,30,3,4,3,5,5,4,3,1,4,2,2,2,2,2,1,1,1,good
37,1154,9,2,4,3,1,5,2,3,1,4,1,3,2,3,2,1,1,1,good
45,4006,28,1,2,0,1,3,3,3,1,2,3,3,2,1,2,1,1,1,bad
30,3069,24,2,2,2,2,5,4,3,1,4,4,3,3,1,3,1,1,1,good
30,1740,6,4,4,3,1,5,2,4,1,2,1,3,1,2,3,1,1,1,good
47,2353,21,2,3,0,1,3,1,1,1,4,2,3,2,2,3,1,1,1,good
29,3556,15,4,2,0,5,3,3,3,1,2,4,3,2,1,3,1,1,1,good
35,2397,24,4,2,3,3,5,3,3,1,2,3,1,2,2,3,1,2,1,bad
22,454,6,2,2,5,1,2,3,4,1,1,2,3,2,1,2,1,1,1,good
